Category;Source;subtitle;article_text;Link
1;El Ruinaversal;INE AUTORIZA A CIUDADANOS ¡PODER VOTAR A NOMBRE DE HASTA *NUMBER* FAMILIARES MUERTOS!;"INE AUTORIZA A CIUDADANOS ¡PODER VOTAR A NOMBRE DE HASTA *NUMBER* FAMILIARES MUERTOS!
México.- El director del Instituto Nacional Electoral (INE), Lorenzo Córdova, informó a los medios que esta elección presidencial los ciudadanos de todo el país tendrán derecho a votar a nombre de hasta *NUMBER* familiares directos que hayan fallecido antes de diciembre del *NUMBER*, independientemente de el voto que ellos pensaban efectuar de forma personal.
Lorenzo mencionó que un ciudadano podrá votar a nombre de un consanguíneo difunto, pero solo que al momento de morir haya tenía más de *NUMBER* años cumplidos y en vida se haya registrado ante el INE:
""Es un permiso que causará controversia pero que no tiene ningun impedimento legal para efectuarse, ya que prácticamente la constitución no prohíbe que un muerto puede votar.
Sin embargo, es lógico que alguien sin vida no puede regresar a la Tierra para ejercer su voto, pero basándonos en que no hay impedimento para que lo hagan permitiremos que un habitante pueda votar a nombre de su familiar difunto. El único requisito es que el muerto haya sido mayor de edad al momento de fallecer, y lo más importante, que haya tramitado su IFE o INE antes de morir, ya que así tendremos el registro de que realmente existió.
Nos basaremos en el grado de lazo consanguíneo que el ciudadano tenía con el difundo para darle prioridad de votar a nombre de él o ella: por ejemplo, el hijo de un familiar muerto tendrá más derecho a votar por él, que por ejemplo su nieto.
Solo en caso de que el hijo o hermano de un muerto no reclame el voto, un sobrino, nieto u otro familiar más lejano podrá emitir el sufragio en su nombre.
De igual modo, los ciudadanos pueden ponerse de acuerdo para sortearse el voto de sus familiares fallecidos, por ejemplo, un habitante podrá votar a nombre de su papá, mamá y tío, y el hermano de esa persona podrá votar a nombre del abuelo, abuela y otro familiar, para que así toda la familia con vida vote a nombre de todos los familiares difuntos"", señaló.
Córdova menciona que muchos creerán que esta decisión es para favorecer al PRI, ya que se tiene existe la leyenda de que elección tras elección, este partido incluye votos a su favor de personas muertas: ""el sufragio de un difunto no solo será válido para el PRI como creen, será válido para cualquier partido. Por eso pedimos a las personas con vida que razonen y analicen bien el voto que darán a nombre de sus familiares muertos.
No sabemos si el Congreso modificará la constitución para impedir que el voto de un muerto cuente en las elecciones presidenciales del *NUMBER*, pero lo que sí es seguro es que este año si contarán, y los difundo podrán votar siempre y cuando un familiar con vida los represente"", puntualizó.";http://www.elruinaversal.com/2018/06/17/ine-autoriza-a-ciudadanos-poder-votar-a-nombre-de-hasta-3-familiares-muertos/
1;El Dizque;Chicharito Hernández toma el lugar de Meade como candidato del PRI;"Chicharito Hernández toma el lugar de Meade como candidato del PRI
Tristes momentos ha vivido el Partido Revolucionario Institucional en esta campaña presidencial, pues José Antonio Meade nunca despegó, a pesar de que se intentó de todo:
Se intentó convencer a la gente de que él no es un priísta, sino un ciudadano.
Se intentó hacer ver que él es una persona honesta, y que por eso el PRI lo apoyaba.
Se intentó hacer ver que él es el candidato más preparado, aunque nunca ha gobernado.
Se intentó hacer ver que él es una persona como cualquiera, y que hasta se sube al metro, aunque no sea en horas pico.
Pero ni así. Meade se perdió en los últimos lugares, y aunque hubo una encuesta que lo ponía en segundo lugar, se descubrió que fue realizada por la misma empresa que se encargó de hacer la encuesta para que el metro subiera a cinco pesos.
Ante ello, el PRI, en un intento desesperado por ganar otra vez la presidencia del país, ha tomado una decisión fundamental, que es la de cambiar al candidato. Así que ahora será Javier Hernández, mejor conocido como Chicharito, el que haga frente a la contienda.
En su primera entrevista como candidato, Javier Hernández nos dijo que se siente muy feliz con la oportunidad, que con él si se va a lograr un cambio, así como cuando lo cambian a él en cada equipo que juega o como cuando entra de cambio.
""Yo siento muy en mí los colores del PRI. De hecho, como son los mismos que los de la Selección Nacional, por eso acepté este reto, porque además de ser talentoso y famoso, conozco el hambre y la miseria, porque jugué en las Chivas"".
Chicharito comenzará su campaña como candidato con el lema #ChícharoSíLaMete.";https://www.eldizque.com/chicharito-hernandez-toma-el-lugar-de-meade-como-candidato-del-pri/
1;Retroceso;AMLO: Invitará a refugiados árabes a colonizar desiertos de Sonora y Baja California;"AMLO: Invitará a refugiados árabes a colonizar desiertos de Sonora y Baja California
Desde ayer Andrés Manuel López Obrador comenzó a recibir las felicitaciones de los líderes del mundo, incluyendo la de los países socialistas de América Latina que son miembros del Foro de Sao Paulo, que albergan esperanzas de que se apliquen en México todos los avances que ha tenido en el aspecto social, el gobierno venezolano que encabeza el presidente Nicolás Maduro.
Entre los mensajes de felicitación, llama la atención del izquierdista radical Jean-Luc Mélenchon, del movimiento político ""Francia Insumisa"" con el que ha convenido un programa de apoyo a la gigantesca migración de árabes hacia Francia y otras naciones del viejo continente para ser propuesto ante el seno de la Comunidad Europea.
Esto consiste en que Andrés Manuel López Obrador, una vez que sea presidente en funciones, inicie con un programa de colonización para los desiertos de Baja California y de Sonora, con parte de los *NUMBER* millones de refugiados árabes que se han distribuido en países como Francia y Alemania.
Mélenchon, de origen marroquí, considera que este sería un gesto humanitario, equivalente al del gobierno del general Lázaro Cárdenas que acogió a *NUMBER* mil refugiados españoles a partir de *NUMBER*. ""Sería la segunda ocasión en que México tiende la mano a Europa"".
Con una política de colonización, López Obrador visualiza poner punto final a cualquier amenaza de Donald Trump en la franja fronteriza con los nuevos residentes, además de que cese cualquier intención del republicano por apoderarse de la Península de Baja California.
Además, tal y como se hizo con los refugiados españoles, se les habrá de respetar su religión, costumbres y tradiciones, porque México es un país de libertad religiosa, por eso podrán instalar las mezquitas que consideren necesarias.
Para asentar a las familias, provenientes principalmente de Siria y países del norte de África, se contemplaría un programa de expropiación de ejidos y la regularización de terrenos nacionales que será propuesto al Congreso de la Unión.";https://retroceso.com/2018/06/30/amlo-invitara-a-refugiados-arabes-a-colonizar-desiertos-de-sonora-y-baja-california/
1;El Ruinaversal;"""LOS MEXICANOS SON UNOS MEDIOCRES IGNORANTES, DEBIERON VOTAR POR ANAYA"": GOBERNADOR DE ATLANTA";"""LOS MEXICANOS SON UNOS MEDIOCRES IGNORANTES, DEBIERON VOTAR POR ANAYA"": GOBERNADOR DE ATLANTA
Georgia.- En conferencia de prensa Nathan Deal, gobernador del estado de Georgia (entidad donde se ubica la ciudad de Atlanta, donde el excandidato a la presidencia Ricardo Anaya tiene su residencia oficial), reveló en un noticiero local que ""los mexicanos son unos mediocres ignorantes"", señalando que debieron haber votado por Anaya (con quien él tiene una relación de amistad y profesional), y no por el ""populista"" de López Obrador.
Nathan mencionó que ""Ricardo es una persona respetada, querida y admirada en Estados Unidos"", señalando que todos en Atlanta todos sabían ""que era la mejor opción para gobernar México por lo bien preparado que esta"", haciendo énfasis en que no puede creer que sus compatriotas hayan dejado ir a una persona joven y con tanta experiencia, y en su lugar hayan preferido votar ""por un abuelito aferrado al poder"" que ya no tiene nada que aportar.
""Yo fui uno de los pocos gobernantes estadounidenses que defendí a los mexicanos de los ataques de Trump, pero ahora me arrepiento completamente. Pensé que eran inteligentes, que querían un cambio; todos en Atlanta saben del enorme potencial de Anaya, que es una persona con mucha visión, y que ha ayudado a esta ciudad gracias a su gran capacidad.
Él iba a hacer lo mismo por México y más, ¿pero qué pasó?, los mexicanos prefirieron a un hombre que les baja el cielo y las estrellas con promesas irreales, estoy decepcionado, no puedo creer que hay agente tan mediocre"", comentó refiriéndose a los mexicanos.
Deal comenta que ""lo único bueno"" es que tal vez Anaya acepte un puesto en su gabinete ahora que renunciará a la política mexicana: ""me siento triste por él ya que Ricardo realmente quería ayudar a su país, por eso se rehusaba a ingresar a la política estadounidense pero a que tiene la doble nacionalidad. Ahora que sus compatriotas le han dado la espalda no hay nada que le impida integrarse a mi gabinete, estoy emocionado de tener una persona tan eficaz, honesta e inteligente en mi equipo de trabajo. Estoy seguro que en poco tiempo Ricardo contenderá por la alcaldía de la ciudad que tanto ama (Atlanta), y en un futuro se convertirá en mi sucesor como gobernador de Georgia.
Por eso Estados Unidos es una nación poderosa, porque tenemos buen ojo para valorar a los mejores elementos como Anaya, mientras que México esta en el hoyo y así seguirá porque desperdician gente con verdadera capacidad"", puntualizó.";http://www.elruinaversal.com/2018/07/03/los-mexicanos-son-unos-mediocres-ignorantes-debieron-votar-por-anaya-gobernador-de-atlanta/
0;Proceso;No me toca deslindar a Rosario Robles de presuntos desvíos: Meade;"No me toca deslindar a Rosario Robles de presuntos desvíos: Meade
CIUDAD DE MÉXICO (apro).- Le toca a la Procuraduría General de la República (PGR) y a la Auditoría Superior de la Federación (ASF) deslindar responsabilidades en el caso de la exsecretaria de Desarrollo Social Rosario Robles, sostuvo el candidato presidencial del PRI, José Antonio Meade.
Lo anterior, ante el presunto desvío de miles de millones de pesos en su actual gestión como secretaria de Desarrollo Agrario,e Territorial y Urbano (Sedatu), así como en la anterior, cuando estuvo al frente de la Secretaría de Desarrollo Social (Sedesol).
Tras su reunión con empresarios en el club de industriales, Meade dijo que a él no le toca hacer un deslinde de los manejos de Robles y que cuando él llegó a la Sedesol, le tocó hacer una investigación que derivó en una suspensión sin precedentes de servidores públicos, vinculados a irregularidades en los principales programas de la dependencia.
""Mira, a mí me tocó ser secretario de Sedesol, y en esa capacidad realizaron una investigación, con cargo a las rendiciones de la cuenta pública, que se hizo mientras yo era director. Se realizó una investigación profunda, esta investigación resultó en el mayor número de suspensiones de servidores públicos que se haya dado en la historia de la función pública.
""Se separaron de su cargo a más de *NUMBER* servidores públicos con cargo a irregularidades importantes que se observaron, no en el proceso de contratación, sino ya en la ejecución del programa. Se detectaron que había un número muy importante de adultos mayores que habían sido dados de alta y que no existían, y ello dio lugar a un proceso de deslinde de responsabilidades muy importante"".
Consideró que eso es lo que habría de esperar se hiciera en todos los casos, en donde hay una observación, donde se sigue un procedimiento por parte de las autoridades competentes y ese procedimiento termina en un deslinde. ""Eso es lo que yo hice mientras estuve en Sedesol y eso es lo que estoy seguro se seguirá haciendo"".
– ¿Se deslinda de Rosario Robles?
– Quien la tiene que deslindar de la responsabilidad es la Auditoría Superior y la PGR, a mí no me toca hacer un deslinde. A mí me tocó cuando estuve en Sedesol hacer una investigación que se tradujo en que se suspendieran a casi *NUMBER* servidores públicos, y ese deslinde de responsabilidades es el que a mí me toca. El resto de deslindes de responsabilidades toca a la autoridad competente y hay que ser respetuosos de ellos.
Meade también se refirió a las acusaciones en contra del candidato Ricardo Anaya. Advirtió que debería preocupar a todos que en el contraste de los perfiles, uno de los candidatos este implicado en temas en donde se ha venido acreditando que ha faltado transparencia, a la honorabilidad y que se ha incurrido en actos ilegales.
Respecto al nombramiento de coordinadores regionales de campaña como Manlio Fabio Beltrones y Beatriz Paredes, así como del exsecretario de Gobernación, Miguel Ángel Osorio Chong, coordinador de las campañas de candidatos a senadores, Meade se mostró agradecido por esta situación que significa, señaló, experiencia, talento y una masa crítica.
""Aportan experiencia, aportan temple, trayectoria, conocimiento del país"", argumentó el candidato del PRI.";https://www.proceso.com.mx/523610/no-toca-deslindar-rosario-robles-de-presuntos-desvios-meade
0;El Universal;"AMLO anuncia equipo de transición; afirma que se reunirá con Peña Nieto el próximo martes";"AMLO anuncia equipo de transición; afirma que se reunirá con Peña Nieto el próximo martes
López Obrador anunció que sus coordinadores de transición serán Urzúa y Romo en el ámbito económico; Vasconcelos y Ebrard para la parte internacional; Sánchez Cordero y Clouthier para política interna y Yáñez para prensa
El candidato por la coalición Juntos Haremos Historia (Morena, PT y PES),  AMLO, anunció que comenzará a trabajar con un equipo de transición ""para que el país siga su marcha sin que haya crisis de ninguna índole, que la transición se de con armonía, de manera ordenada y pacífica, sin sobresaltos de ningún tipo"".
AMLO anunció que en este equipo de transición, en materia económica y financiera, estarán a cargo el posible secretario de Hacienda, Carlos Urzúa y quien será el jefe de la oficina de la presidencia, Alfonso Romo. Para la atención de los asuntos internacionales estarán a cargo Héctor Vasconcelos y Marcelo Ebrard. En asuntos políticos internos, las encargadas serán Olga Sánchez Cordero y Tatiana Clouthier. Mientras que César Yáñez se dedicará a asuntos de comunicación.
Durante su mensaje ante miles de personas reunidas en el Zócalo de la Ciudad de México, el tabasqueño señaló que habló con el actual presidente, Enrique Peña Nieto, con quien, dijo, se reunirá el próximo martes a las *NUMBER*:*NUMBER* horas en Palacio Nacional para ""ponernos de acuerdo y abordar un plan de transición"".
Además, AMLO detalló que desde julio a mediados de septiembre, él y su equipo se dedicarán a elaborar y desarrollar proyectos para tener muy definidas las acciones que van a aplicarse. ""Dos meses y medio voy a estarme reuniendo con los equipos para tener definido el plan"".
A partir de la segunda mitad de septiembre y hasta el final de noviembre, señaló que realizará una nueva gira por todo el país, ""esta vez como presidente electo"". Aseguró que él y su equipo trabajarán ""respetando la autoridad constituida. No vamos a faltarle el respeto a las actuales autoridades, vamos a esperar nuestro tiempo y vamos a actuar de manera respetuosa"".
Ante cientos de simpatizantes, dijo que en con el resultado de esta elección se decidió iniciar la cuarta transformación y triunfo la revolución de las conciencias. ""Sí se pudo. Se termina una etapa y vamos a iniciar otra, conseguimos el triunfo y ahora vamos a transformar almpais"", aseveró. ""Vamos a cumplir todos los compromisos, no les voy a fallar, no se van a decepcionar. Soy muy consciente de la irresponsabilidad histórica, no quiero pasar a la historia como un mal presidente. Conozco lo que han hecho todos los presidentes, desde Guadalupe Victoria hasta el actual, y quiero pasar a la historia como un buen presidente de México"", finalizó.";http://www.eluniversal.com.mx/elecciones-2018/amlo-anuncia-equipo-de-transicion-afirma-que-se-reunira-con-pena-nieto-el-proximo#imagen-1
0;HUFFPOST;Así felicitó Putin a López Obrador;"Así felicitó Putin a López Obrador
El presidente ruso destacó que valora altamente las relaciones tradicionalmente amistosas con México y abogo por su desarrollo posterior.
El mandatario ruso se unió a las felicitaciones de diversos políticos internacionales que reconocieron el triunfo de AMLO en las elecciones.
El presidente de Rusia, Vladimir Putin, felicitó a Andrés Manuel López Obrador por ser el virtual ganador ganador de la Presidencia de México, informó el servicio de prensa del Kremlin.
 ""El presidente ruso Vladimir Putin envió un telegrama con felicitaciones a López Obrador con el motivo de su victoria en las elecciones presidenciales"", dice el comunicado.
De acuerdo con el texto, Putin destacó que en Rusia ""valoran altamente las relaciones tradicionalmente amistosas con México y abogan por su desarrollo posterior"".
Asimismo, expresó la esperanza de que el político tabasqueño preste la atención necesaria a la cooperación entre los dos países.
Según los primeros informes del consejero presidente del Instituto Nacional Electoral (INE), Lorenzo Córdova, el candidato de izquierda recibió entre *NUMBER* y *NUMBER*% de votos en las elecciones presidenciales.";https://www.huffingtonpost.com.mx/2018/07/02/asi-felicito-putin-a-lopez-obrador_a_23472728/
1;El Dizque;Ricardo Anaya hará la última parte de su campaña en Rusia;"Ricardo Anaya hará la última parte de su campaña en Rusia
A dos semanas de las elecciones, los candidatos presidenciales han visto opacadas sus campañas debido al Mundial de Rusia, en especial después de que México derrotara a Alemania en su primer juego.
Al menos en el caso de Ricardo Anaya, abanderado de la coalición Por México al Frente, esto ha significado una oportunidad para replantear su estrategia en esta recta final, y para ello viajará a Rusia para hacer allí sus últimos actos de campaña.
""Le recomendé a Anaya ir a Rusia, despejarse y hacer proselitismo"", señaló el publicista Carlos Alazraki. ""En Rusia encontrará a muchos mexicanos que estarán dispuestos a escuchar su mensaje y que, sin duda, se convertirán en sus partidarios y votarán por él el próximo *NUMBER*º de julio"".
No sabemos por qué Anaya le hizo caso a Alazraki, quien desde el mes pasado se incorporó a la campaña de José Antonio Meade, pero el hecho es que la idea le gustó, y ya tiene sus boletos para los juegos de México ante Corea del Sur y ante Suecia.
El candidato partió esta mañana desde el Aeropuerto Internacional de la Ciudad de México, y se dice que lo fueron a despedir Roberto Gil Zuarth, Luis Felipe Bravo Mena, Felipe Calderón y Rafael Moreno Valle, quienes declararon que querían asegurarse de que abordara el avión.";https://www.eldizque.com/ricardo-anaya-hara-la-ultima-parte-de-su-campana-en-rusia/
1;Lo que calla la TV;LA MARINA EXIGE LA RENUNCIA DE EPN POR SU INEPTITUD.;"LA MARINA EXIGE LA RENUNCIA DE EPN POR SU INEPTITUD.
A través de redes sоciales circula un vídeо en el que elementоs de la Marina Armada de Méxicо, Maestrоs y alumnоs de la Escuela Náutica Mercante, se manifestarоn ante la presencia del secretariо de Marina, Vidal Franciscо Sоberón y del presidente Enrique Peña Nietо.
De acuerdо al Diariо El pais, variоs marinоs han pedidо la renuncia del Presdiente Enrique Peña Nietо, ya que han cоnsideradо cоmо nefasta la administración del mandatariо priista.
Cоn palabras cоmо ""Fuera Peña Nietо"" recibierоn al mandatariо mexicanо. Señalarоn que están en cоntra de su visita… ""Nо tiene nada que hacer aquí"".
En el videо cоn duración de *NUMBER* minutоs cоn *NUMBER* segundоs, se puede оbservar a un Marinerо, lazar cоnsignas en cоntra del mandatariо mexicanо Enrique Peña Nietо.
""¡Nо dañe la reputación de la Secretaria Armada de Méxicо, para su prоpiо beneficiо, Usted es una vergüenza para el país y las Fuerzas Armadas de Méxicо!"".
""¡La Marina nо es un negоciо, lоs marinоs mexicanоs nо aceptamоs las nuevas legislaciоnes de Enrique Peña Nietо y levantamоs la vоz!"".";https://locallalatv.com/la-marina-exigen-la-renuncia-de-epn-por-su-ineptitud/
0;Excelsior;Angélica Rivera y niños del Hospital Infantil visitan al Papa;"Angélica Rivera y niños del Hospital Infantil visitan al Papa
Por unos minutos los niños platicaron con el Papa; algunos lograron tocar una simbólica campana del Hospital Infantil, la cual anuncia que han logrado superar la enfermedad CIUDAD DEL VATICANO.
Niños del Hospital Infantil de México ""Federico Gómez"", acompañados de Angélica Rivera de Peña, presidenta del Consejo Ciudadano del DIF Nacional, recibieron la bendición Papal.
Acudieron esta mañana a la audiencia pública del Santo Padre, en la Plaza de San Pedro, ya que a su corta edad, se han convertido en mensajeros de esperanza.
 Los niños y sus familiares, le pidieron a la esposa del presidente les concediera el deseo de visitar al Sumo Pontífice y poder transmitir a más personas la fortaleza para salir adelante. Por unos minutos platicaron con el Papa, le trasmitieron su testimonio de recuperación y le comentaron que, inspirados por sus palabras, con la atención médica y terapéutica necesaria, hay niños que lograron tocar una simbólica campana del Hospital Infantil, la cual anuncia que han logrado superar la enfermedad.
Durante el saludo, Rivera de Peña dijo al Sumo Pontífice: ""Nuestros niños y sus padres vienen a saludarlo y a dar su testimonio de la fuerza que usted les ha dado siempre para salir adelante. Cada uno de ellos ha mejorado mucho con su tratamiento médico y hoy están aquí para agradecer el haber pintado a México de Luz"".
 El Papa Francisco los felicitó muy cálidamente y agradeció la visita. Además, bendijo dos campanas que simbolizan fe, esperanza, ilusión, alegría y motivan a otros niños a salir adelante. Una de estas campanas, fue donada por la esposa del Presidente al Hospital pediátrico ""Bambino Gesù"" de Roma, donde ya se adoptó la tradición mexicana de tocar una campana cuando un niño logra superar su enfermedad. En un comunicado se informó que , tras la audiencia papal, Rivera de Peña y los pequeños del Hospital Infantil, visitaron el Hospital ""Bambino Gesú"", donde se vivieron momentos emotivos y se habló de establecer un convenio de cooperación enfocado al área oncológica, a la especialización de médicos y a la atención de los llamados casos humanitarios o de pacientes con padecimientos complejos.
 ""En el Hospital Infantil de México, cuando un niño vence al cáncer, toca una campana. Su sonido es para nosotros una gran alegría, emoción y fe. Por eso hoy venimos a regalarles una campana que fue bendecida por el Papa hace unos momentos, como símbolo de cariño y esperanza. ""Deseamos que todos los niños del Hospital Bambino Gesù toquen esta campana al ser dados de alta. Tóquenla muy fuerte, su sonido llegará hasta nuestros corazones y nos llenará de felicidad. Ustedes son unos niños llenos de una gran fuerza y valentía. Nunca se rindan. La vida nos da siempre muchas sorpresas maravillosas. Todo es posible con el amor y la esperanza que tenemos en el alma. Muchas gracias a todas las mamás por ser fuertes y apoyar a sus hijos con tanto amor"".
 Rivera de Peña agregó ""Mis niños quieren darles este regalo muy especial, lleno de amor, alegría y esperanza. Nos acompañan Evelyn, Sebastián, Jazhiel y Ana Karen. Ellos son muy valientes, como todos ustedes, y hacen todo lo posible por recuperar su salud. Hace dos años el Papa Francisco visitó el Hospital Infantil en México. Con su amor y bendición, muchos niños se sintieron mucho mejor y quisieron venir a darle las gracias. Así que, con mucha ilusión, les cumplimos el hermoso deseo de su corazón. El Papa Francisco nos enseñó que el amor lo cura todo"".
De la mano de la señora Angélica Rivera de Peña, los niños también conocieron los Museos del Vaticano, la Capilla Sixtina e intercambiaron experiencias en los recorridos. Aprovechó la ocasión para hablar de la importancia de la familia, pues dijo, se construye con amor, comprensión, respeto y apoyo en situaciones difíciles.
Angélica Rivera estuvo acompañada de la directora del Hospital, Mariella Enoc; del director del departamento de Oncohematología, Terapia celular y Genética, Franco Locatelli; del embajador de México ante la Santa Sede, Jaime del Arenal y del director del Hospital Infantil ""Federico Gómez"", Dr. José Alberto García Aranda.";https://www.excelsior.com.mx/nacional/2018/03/14/1226241
1;El Ruinaversal;Ponen en libertad a Javier Duarte para integrarse al gabinete de Meade;"Ponen en libertad a Javier Duarte para integrarse al gabinete de Meade
CDMX.- El presidente nacional del PRI, Enrique Ochoa Reza, informó en conferencia de prensa que desde que eligieron a José Antonio Meade como candidato para contender por la presidencia de la república representándolos, rodearlo de un equipo de políticos honestos y de reputación intachable como el ex Secretario de Educación Aurelio Nuño, el ex gobernador de Michoacán Salvador Jara o el ex dirigente del Estado de México Eruviel Ávila:
""Nos percatamos que para complementar este gran equipo necesitábamos a un expertos que pudiera asegurar la participación de uno de los sindicatos más grandes del país, así que me complace informar que decidimos otorgar el perdón a Javier Duarte para que sea él quien se una al gabinete de Meade, ya que además pondrá de su bolsillo una generosa cantidad de dinero para financiar la campaña.
Todos merecemos una segunda oportunidad, optamos por darle un nuevo voto de confianza. Por supuesto cuando salga estará vigilado en todo momento, y ante cualquier anomalía o movimiento raro le retiraremos el perdón y lo regresaremos a la cárcel, finalmente somos humano y podemos otorgar una oportunidad a quienes se equivocaron.
Duarte se encargará de administrar el dinero y los gastos de la campaña y cuando Meade sea presidente si todo sale bien y cumple su palabra de portarse bien, lo pondremos al frente de alguna secretaría pues sabemos que es un buen elemento"", puntualizó.";http://www.elruinaversal.com/2018/01/16/ponen-en-libertad-a-javier-duarte-para-integrarse-al-gabinete-de-meade/
0;Forbes;Emmanuel Carrillo;A fin de exhibir las mentiras de algunos medios de comunicación, el presidente  AMLO adelantó que dedicará un día de su conferencia matutina para combatir la difusión de fake news o noticias falsas. El formato, explicó el mandatario federal, será como el que la Procuraduría Federal del Consumidor (Profeco) realiza para exponer a las empresas que ofrecen combustibles con alto margen de utilidad, un “quién es quién en los precios”.  “Les adelanto que vamos a tener todo un día, no toda la conferencia, alguien del gobierno que nos diga las mentiras de la semana. Un ‘quién es quién en las mentiras de la semana’ para combatir las falsas noticias”, señaló el jefe del Ejecutivo en rueda de prensa. Esta iniciativa, dijo López Obrador, la ideó luego que en redes sociales se difundió que uno de sus hijos y el empresario Ricardo Salinas Pliego adquirirían el estadio de futbol del Cruz Azul.  “Hace unos dos días salió un mensaje de Twitter de que uno de mis hijos iba a comprar el estadio, no, el equipo Cruz Azul, y el que lo puso es famoso, ¿no? La calumnia cuando no mancha tizna, esa es una máxima del hampa del periodismo, pero cuánta gente se queda con eso”, cuestionó.  “Yo recuerdo que durante mucho tiempo sacaban a uno de mis hijos con un carro, un Ferrari, y no era él. Son la verdad muy inmorales nuestros adversarios, siempre he dicho y no me equivoco que el conservadurismo tiene como hipocresía la mentira”, expuso el presidente de la República.  Asimismo, instó a sus opositores a ver sus conferencias matutinas a fin de obtener información de primera mano sobre sus acciones de gobierno y no caigan en la manipulación de los medios de comunicación.;https://www.forbes.com.mx/amlo-quien-es-quien-fake-news/
0;Forbes;En Morelos, Cuauhtémoc Blanco se perfila para ser gobernador;"En Morelos, Cuauhtémoc Blanco se perfila para ser gobernador
Prácticamente en todas las encuestas, el candidato de Morena, Cuauhtémoc Blanco, aventaja a todos sus competidores en las elecciones para gobernador del estado.
De acuerdo con la más reciente encuesta del periódico El Financiero, Cuauhtémoc Blanco concentra *NUMBER*% de la intención de voto en Morelos, lo que representa *NUMBER* puntos de ventaja sobre su más cercano rival Víctor Caballero, que cuenta con *NUMBER*% de la intención de voto.
El abanderado de la alianza PRD-PSD, Rodrigo Gayosso, obtiene el *NUMBER*%, según la encuesta del diario.
El *NUMBER* de junio una encuesta presentada por Reforma y Grupo Radio Centro daba una ventaja de *NUMBER*% de las preferencias de voto a Blanco, candidato de Morena, superando por *NUMBER* puntos a Rodrigo Gayosso, de la coalición PRD-PSD, y Víctor Manuel Caballero, del Frente PAN-MC.
En un cuarto lugar queda el candidato del PRI, Jorge Meade Ocaranza, con *NUMBER*% de las preferencias; en quinto, Nadia Luz Lara, candidata del PVEM, con *NUMBER*%; con *NUMBER*%, el aspirante independiente Fidel Demédicis; un punto abajo, con *NUMBER*%, Alejandro Vera, del Panal, y en la última posición, Mario Rojas, del Partido Humanista con *NUMBER*%.
En otra encuesta, ahora del periódico El Universal, el exfutbolista y actual presidente municipal de Cuernavaca con licencia tiene *NUMBER*% de las preferencias electorales, seguido por el panista Víctor Manuel Caballero con *NUMBER*%.
Morelos es uno de los ocho estados que elegirán a un nuevo gobernador el *NUMBER* de julio. El estado tiene una lista nominal de más *NUMBER* millones de electores, lo que representa el *NUMBER*% del total del país.
En *NUMBER*, Morelos fue uno de los estados donde más se acentuó la violencia, de acuerdo con el Semáforo Delictivo.
El estado tuvo *NUMBER* homicidios por cada *NUMBER* habitantes, lo que lo hizo formar parte de los *NUMBER* estados más inseguros del país.";https://www.forbes.com.mx/en-morelos-cuauhtemoc-blanco-se-perfila-para-ser-gobernador/
1;El Ruinaversal;"""¿SI LA SELECCIÓN MEXICANA PIERDE EN EL MUNDIAL, RENUNCIAS A TU CANDIDATURA?"": RETA ANAYA A LÓPEZ OBRADOR";"""¿SI LA SELECCIÓN MEXICANA PIERDE EN EL MUNDIAL, RENUNCIAS A TU CANDIDATURA?"": RETA ANAYA A LÓPEZ OBRADOR
México.- En entrevista para un programa de televisión, el candidato a la presidencia por parte del PAN, Ricardo Anaya, mencionó ""estar harto de los políticos que dicen amar a México pero les importa poco el desempeño que está teniendo nuestra Selección en el Mundial"", como es el caso del ""populista""  AMLO, que asegura amar nuestro país, pero no ha dado ninguna declaración o ha subido alguna foto apoyando al TRI.
Cansado de la ""mustiedad"" de AMLO, Anaya le lanzó el reto de apostar su candidatura para demostrar su lealtad a nuestra Tierra, proponiéndole que ""renuncie a la presidencia si la Selección Mexicana no gana el Mundial de Rusia, o por lo menos pasa al quinto partido"":
""Evidentemente se trata de un acto desesperado de Anaya por alcanzar el poder ya que AMLO es el único que lo supera. En el debate se la paso lanzándole retos para incitarlo a dejar su candidatura, y como no le hizo caso continuará con la misma estrategia, solo que ahora utilizará algo que la mayoría de mexicanos (hasta los chairos) aman: el futbol, para que sea la misma gente quien anime a López a tomar el desafío.
Ricardo incluso iniciará una campaña en redes para incitará Obrador a mostrar interés por el Mundial, y segundo, orillarlo a apostar a que si no gana la Selección renunciará a sus intenciones de ser mandatario, ya que Obrador no deja de argumentar que confía plenamente en lo que hacen todos los mexicanos, y según Ricardo, este es el momento de mostrar su lealtad a nuestro país"", relató un periodista.
AMLO por su parte no ha dado declaraciones, y aunque allegados señalan que ya escuchó el reto de Anaya, un no sabe si aceptara o no el drástico desafío.";http://www.elruinaversal.com/2018/06/19/si-la-seleccion-mexicana-pierde-en-el-mundial-renuncias-a-tu-candidatura-reta-anaya-a-lopez-obrador/
